ECD,Area,Mean,StdDev,Mode,Min,Max,Perim.,Width,Height,Major,Minor,Circ.,Feret,IntDen,Class
0.4296739856991561,0.145,0.1465,0.1183,0.016,0.012,0.392,2.5658,0.5607,0.7618,0.6562,0.2813,0.2767,0.7804,0.0212,Cyclopoida
0.9487783503683882,0.707,0.2093,0.1806,0.032,0.012,0.664,8.4975,1.7245,2.4228,1.0373000000000001,0.8678,0.123,2.5046,0.148,Gymnoplea
0.40464627201166936,0.1286,0.1625,0.1395,0.016,0.012,0.464,2.1182,0.6031,0.4549,0.6069,0.2698,0.3602,0.716,0.0209,Cyclopoida
0.9652094979240096,0.7317,0.3288,0.2671,0.02,0.012,0.9,8.458,2.1372,1.7457,1.2451,0.7483,0.1285,2.4733,0.2406,Gymnoplea
0.6896049375973052,0.3735,0.3128,0.2425,0.016,0.012,0.756,4.7077,1.3754,0.9205,0.9958,0.4776,0.2118,1.4289,0.1168,Gymnoplea
1.0560447515297489,0.8759,0.435,0.3256,0.016,0.012,0.932,6.1518,1.3754,1.4071,1.609,0.6931,0.2908,1.8107,0.381,Gymnoplea
0.21019374919894776,0.0347,0.1438,0.1559,0.016,0.012,0.58,0.8385,0.2433,0.2539,0.271,0.163,0.6202,0.3026,0.005,other
0.8801357503344999,0.6084,0.167,0.1134,0.02,0.012,0.488,4.5594,1.5447,0.8887,1.4593,0.5308,0.3678,1.6612,0.1016,Poecilostomatoida
0.6753328104898616,0.3582,0.2274,0.1989,0.016,0.012,0.66,5.3252,1.3966,1.0897,0.7557,0.6035,0.1587,1.5662,0.0814,Gymnoplea
0.20560046907827667,0.0332,0.1493,0.1213,0.016,0.016,0.5,0.6729,0.201,0.2222,0.2155,0.1964,0.9227,0.2284,0.005,other
0.8802080793604127,0.6085,0.2154,0.1987,0.02,0.012,0.672,9.6159,1.5976,2.444,0.9435,0.8211,0.0827,2.5173,0.1311,Gymnoplea
0.5183179949983594,0.211,0.1666,0.1516,0.02,0.012,0.54,3.2716,0.931,0.6771,0.77,0.3489,0.2477,0.9483,0.0352,Cyclopoida
0.7788268864849438,0.4764,0.3043,0.2184,0.02,0.012,0.708,4.6532,1.058,1.0263,1.2789,0.4743,0.2765,1.3874,0.145,Gymnoplea
0.4327742333255787,0.1471,0.1595,0.135,0.016,0.012,0.412,2.4939,0.5184,0.8147,0.6678,0.2804,0.2972,0.8171,0.0235,Cyclopoida
0.5360691795344387,0.2257,0.4132,0.3229,0.016,0.016,0.952,2.5207,0.7512,0.7829,0.877,0.3276,0.4463,1.0412,0.0932,Poecilostomatoida
0.4173477802981229,0.1368,0.1586,0.1446,0.016,0.012,0.496,2.7596,0.7194,0.656,0.4981,0.3497,0.2257,0.7702,0.0217,Gymnoplea
0.8021815666725028,0.5054,0.188,0.1803,0.016,0.012,0.848,7.9642,1.8515,1.8198,0.9819,0.6553,0.1001,2.1268,0.095,Gymnoplea
0.9440023079209819,0.6999,0.2668,0.237,0.02,0.012,0.752,10.3873,2.846,1.8303,1.0552,0.8445,0.0815,3.2332,0.1867,Gymnoplea
0.49699946848927473,0.194,0.1456,0.1273,0.016,0.008,0.48,2.6028,0.8464,0.5078,0.8444,0.2925,0.3598,0.9417,0.0282,Cyclopoida
0.7443882386690045,0.4352,0.2373,0.1884,0.016,0.012,0.632,5.8444,1.2484,1.2802,1.0142,0.5463,0.1601,1.4385,0.1033,Gymnoplea
0.20529059630371257,0.0331,0.1697,0.1354,0.016,0.012,0.544,0.6703,0.201,0.2116,0.2132,0.1979,0.9267,0.2232,0.0056,other
0.36615860506153974,0.1053,0.1447,0.1623,0.032,0.016,0.752,1.241,0.3491,0.4232,0.4261,0.3147,0.8595,0.4421,0.0152,other
0.8786879195296831,0.6064,0.333,0.3,0.02,0.012,0.904,7.6103,1.788,1.5658,1.335,0.5783,0.1316,1.8559,0.2019,Gymnoplea
0.40731205810654775,0.1303,0.1224,0.1011,0.016,0.012,0.368,2.3033,0.7723,0.6454,0.7456,0.2225,0.3086,0.8391,0.016,Cyclopoida
0.7544967862430504,0.4471,0.1957,0.1872,0.016,0.012,0.7,6.678,1.5764,1.5024,0.853,0.6673,0.126,1.8837,0.0875,Gymnoplea
1.058333041865141,0.8797,0.2599,0.2332,0.02,0.012,0.764,8.9597,1.7351,2.1689,1.4577,0.7684,0.1377,2.3479,0.2286,Gymnoplea
0.7021384135065215,0.3872,0.2735,0.2434,0.016,0.012,0.68,5.5377,1.058,1.4495,0.7964,0.619,0.1587,1.6576,0.1059,Gymnoplea
0.707107607947686,0.3927,0.2741,0.2691,0.016,0.012,0.836,6.8836,1.3966,1.8727,0.7177,0.6967,0.1041,2.0551,0.1076,Gymnoplea
0.8288019874400763,0.5395,0.3003,0.3,0.02,0.012,0.968,8.2398,1.3648,2.3382,0.8482,0.8099,0.0999,2.4174,0.162,Gymnoplea
0.44467302740032566,0.1553,0.1805,0.1493,0.02,0.012,0.52,2.8715,0.6983,0.8252,0.7091,0.2788,0.2366,0.8779,0.028,Cyclopoida
1.1335016650152099,1.0091,0.463,0.3808,1.02,0.012,1.02,5.8574,0.8041,2.0525,1.8822,0.6826,0.3696,2.0682,0.4673,Gymnoplea
0.6254112152357375,0.3072,0.2975,0.2987,0.016,0.012,0.988,3.8025,0.9205,0.6983,0.7849,0.4983,0.2669,0.9446,0.0914,Gymnoplea
1.867970281440985,2.7405,0.2535,0.1406,0.02,0.012,0.636,15.5751,7.004,1.3013,7.3594,0.4741,0.142,7.0787,0.6947,other
0.4121288090726863,0.1334,0.1293,0.1058,0.02,0.016,0.38,2.8231,0.6665,0.7935,0.6149,0.2763,0.2104,0.8643,0.0173,Cyclopoida
0.5393841265480331,0.2285,0.2312,0.1641,0.02,0.012,0.588,2.3531,0.3915,0.857,0.8434,0.3449,0.5185,0.8799,0.0528,Poecilostomatoida
