ECD,Area,Mean,StdDev,Mode,Min,Max,Perim.,Width,Height,Major,Minor,Circ.,Feret,IntDen,Class
0.2393653682408596,0.045,0.0636,0.042,0.02,0.012,0.184,1.5475,0.328,0.4232,0.3066,0.1869,0.2361,0.4501,0.0029,fibers and scratches
1.9400903953543216,2.9562,0.3974,0.3671,0.02,0.012,1.02,22.6572,4.6023,3.6078,2.5218,1.4926,0.0724,4.6025,1.1749,Gymnoplea
1.8678680361533286,2.7402,0.3323,0.2485,0.016,0.012,0.86,10.805,2.8883,2.3064,3.0944,1.1275,0.2949,3.1314,0.9104,Gymnoplea
1.7233198304710495,2.3325,0.4006,0.2777,0.02,0.012,0.916,9.2339,3.047,1.2167,3.0286,0.9806,0.3438,3.1082,0.9343,Gymnoplea
0.21468877828012553,0.0362,0.0625,0.0511,0.016,0.016,0.268,1.2735,0.2328,0.4126,0.3082,0.1494,0.2802,0.446,0.0023,fibers and scratches
0.8553382035223404,0.5746,0.2408,0.2176,0.02,0.012,0.704,8.9806,2.243,1.5976,0.9602,0.7619,0.0895,2.4518,0.1384,Gymnoplea
0.7555928876446939,0.4484,0.2769,0.2143,0.016,0.012,0.864,3.7995,0.5502,1.2484,1.1988,0.4763,0.3903,1.2509,0.1242,Gymnoplea
0.2071428798138497,0.0337,0.053,0.0341,0.02,0.016,0.152,1.2012,0.3491,0.2222,0.2798,0.1533,0.2934,0.3835,0.0018,fibers and scratches
1.0043208488024113,0.7922,0.374,0.2861,0.02,0.012,1.02,6.4217,1.7669,0.9734,1.7261,0.5843,0.2414,1.8861,0.2963,Gymnoplea
1.0076748170547343,0.7975,0.2797,0.2715,0.02,0.012,0.9,9.8092,2.5075,1.9361,1.2799,0.7934,0.1042,2.5638,0.2231,Gymnoplea
1.677000747289943,2.2088,0.3983,0.2731,0.016,0.012,0.888,9.8726,2.6873,1.989,2.9346,0.9584,0.2848,3.0603,0.8798,Gymnoplea
0.3211423409074988,0.081,0.0566,0.0301,0.02,0.016,0.128,1.3534,0.3174,0.4867,0.461,0.2238,0.556,0.494,0.0046,shadow patches
1.0575507628929057,0.8784,0.3486,0.2945,0.02,0.012,0.928,8.7763,1.9679,2.2006,1.3148,0.8506,0.1433,2.4063,0.30620000000000003,Gymnoplea
0.28834448541840735,0.0653,0.0296,0.0136,0.02,0.016,0.076,2.1415,0.7512,0.5184,0.5556,0.1495,0.1788,0.8862,0.0019,shadow patches
1.0250254983733118,0.8252,0.3239,0.2378,0.016,0.012,0.96,5.8803,1.5024,1.1532,1.5513,0.6773,0.2999,1.7552,0.2673,Gymnoplea
0.8799910744478753,0.6082,0.2892,0.2618,0.02,0.016,0.924,4.1473,1.386,0.7935,1.4207,0.545,0.4443,1.46,0.1759,seston and badfocus
1.1335016650152099,1.0091,0.463,0.3808,1.02,0.012,1.02,5.8574,0.8041,2.0525,1.8822,0.6826,0.3696,2.0682,0.4673,Gymnoplea
3.592997410516568,10.1392,0.8009,0.3342,1.02,0.012,1.02,17.547,5.5545,3.5972,5.0757,2.5434,0.4138,5.8619,8.1202,Cavolinia
1.609987908393055,2.0358,0.3176,0.2346,0.02,0.012,0.812,10.2609,1.4495,2.8566,2.5897,1.0009,0.243,2.8989,0.6465,Gymnoplea
1.424531216365195,1.5938,0.4762,0.2453,0.016,0.012,0.824,6.0803,2.1689,1.4071,1.9277,1.0527,0.5417,2.2039,0.759,Cavolinia
1.0147259826314323,0.8087,0.3229,0.272,0.02,0.012,0.876,8.1554,1.8832,1.7351,1.5147,0.6798,0.1528,1.9855,0.2611,Gymnoplea
1.078591197824513,0.9137,0.2736,0.2211,0.02,0.012,0.744,9.2465,1.9573,1.9996,1.4926,0.7794,0.1343,2.1163,0.25,Gymnoplea
1.263986147366213,1.2548,0.3537,0.2579,0.016,0.012,0.836,6.7081,1.0686,1.9573,1.9403,0.8234,0.3504,2.004,0.4438,Gymnoplea
1.1199980354773316,0.9852,0.4323,0.3426,0.02,0.012,1.02,6.8494,1.8938,0.8358,1.7476,0.7178,0.2639,1.9014,0.4258,Gymnoplea
1.082362095193112,0.9201,0.3412,0.2955,0.02,0.012,0.944,9.9212,2.1266,2.0948,1.3935,0.8407,0.1175,2.4123,0.314,Gymnoplea
1.5573676536919636,1.9049,0.3524,0.2325,0.02,0.012,0.804,8.606,2.4651,1.9679,2.702,0.8976,0.3232,2.8325,0.6713,Gymnoplea
1.6211003733061615,2.064,0.3656,0.2525,0.02,0.012,0.848,10.2508,2.444,2.2641,2.8307,0.9284,0.2468,2.8934,0.7547,Gymnoplea
1.8850349921014442,2.7908,0.3198,0.235,0.02,0.012,0.844,10.5506,2.7402,2.4017,3.0588,1.1617,0.3151,3.2481,0.8926,Gymnoplea
0.773577782789505,0.47,0.2083,0.117,0.02,0.012,0.464,3.6854,1.0897,0.8252,0.9822,0.6093,0.4349,1.2774,0.0979,seston and badfocus
1.6806790086137682,2.2185,0.3562,0.2737,0.016,0.012,1.02,11.2316,2.6873,1.8938,2.7813,1.0156,0.221,3.0325,0.7902,Gymnoplea
0.2976868695686246,0.0696,0.0398,0.0171,0.02,0.012,0.092,2.2178,0.6136,0.6771,0.5642,0.1571,0.1779,0.8494,0.0028,fibers and scratches
1.704114067083527,2.2808,0.3631,0.2518,0.02,0.012,0.868,12.5467,1.3013,3.0047,2.8588,1.0158,0.1821,3.0872,0.8281,Gymnoplea
1.5994749817475615,2.0093,0.3283,0.2554,0.02,0.012,0.804,19.6,4.8033,2.1901,1.9592,1.3058,0.0657,4.809,0.6596,Gymnoplea
1.625492757053814,2.0752,0.3692,0.2482,0.02,0.012,0.876,10.9178,2.9624,1.714,2.6549,0.9952,0.2188,2.9666,0.7661,Gymnoplea
1.5748470748582617,1.9479,0.4963,0.3839,1.02,0.012,1.02,13.6876,3.0047,2.7931,2.6032,0.9527,0.1307,3.8196,0.9667,Gymnoplea
0.45723728330650565,0.1642,0.0354,0.0226,0.02,0.012,0.172,3.5088,0.7829,0.9205,0.8746,0.2391,0.1676,1.1386,0.0058,background noise
0.29294426998176626,0.0674,0.1012,0.0763,0.02,0.016,0.352,1.7317,0.3386,0.7089,0.7798,0.11,0.2824,0.7643,0.0068,fibers and scratches
2.376999748362788,4.4376,0.6898,0.3459,1.02,0.012,1.02,10.4157,3.3115,2.4757,2.8966,1.9506,0.514,3.366,3.061,Cavolinia
1.5713667455768883,1.9393,0.5399,0.264,0.016,0.012,0.888,6.5234,1.587,2.243,2.1735,1.136,0.5727,2.4563,1.047,Cavolinia
2.376249720250694,4.4348,0.6993,0.3327,1.02,0.012,1.02,10.0263,3.0153,2.7191,2.9988,1.8829,0.5544,3.4046,3.1013,Cavolinia
1.0890466637939828,0.9315,0.305,0.2488,0.02,0.012,0.768,10.4876,2.0948,2.1795,1.5563,0.7621,0.1064,2.312,0.2842,Gymnoplea
1.6447263409893838,2.1246,0.3717,0.2595,0.02,0.008,0.836,9.78,2.8354,1.5764,2.7709,0.9762,0.2791,2.9884,0.7896,Gymnoplea
2.204732775176037,3.8177,0.3266,0.2706,0.02,0.012,0.964,29.9829,7.4377,5.0996,2.64,1.8412,0.0534,8.4298,1.2469,Gymnoplea
1.770944281052245,2.4632,0.3324,0.2604,0.02,0.012,0.86,12.0656,2.8354,2.444,2.7934,1.1227,0.2126,3.0103,0.8187,Gymnoplea
0.292726871606753,0.0673,0.0483,0.0249,0.02,0.016,0.116,1.6409,0.6771,0.3386,0.7311,0.1172,0.314,0.7434,0.0032,fibers and scratches
1.744650811951744,2.3906,0.3283,0.2291,0.016,0.012,0.788,10.2157,1.9785,2.7825,2.9012,1.0491,0.2879,3.0944,0.7848,Gymnoplea
0.7515377981475837,0.4436,0.1911,0.1497,0.02,0.012,0.596,4.9255,1.5129,0.7723,1.2965,0.4357,0.2298,1.5672,0.0848,Gymnoplea
1.1621757651298106,1.0608,0.2882,0.2508,0.02,0.012,1.02,7.0478,1.5447,1.7351,1.3414,1.007,0.2684,1.7367,0.3058,Megalopa-Krill-Zoea
0.6421855561593699,0.3239,0.2786,0.2278,0.016,0.012,0.748,3.6163,1.0792,0.6771,0.997,0.4137,0.3113,1.0879,0.0903,Gymnoplea
1.5595735001299496,1.9103,0.5304,0.2787,0.016,0.012,1.004,6.5906,2.2324,1.5658,2.0444,1.1897,0.5527,2.3377,1.0132,Cavolinia
0.9245137675452512,0.6713,0.3671,0.3037,0.02,0.012,1.02,5.0882,1.058,1.185,1.362,0.6275,0.3258,1.4666,0.2464,Gymnoplea
0.634606703399619,0.3163,0.0658,0.1011,0.016,0.012,0.48,5.5306,0.7089,1.4283,1.0897,0.3696,0.13,1.4755,0.0208,background noise
1.7175843575066037,2.317,0.398,0.2716,0.016,0.012,0.856,9.2064,2.2959,2.5921,3.049,0.9675,0.3435,3.1806,0.9221,Gymnoplea
1.3517021664164628,1.435,0.4346,0.2598,0.016,0.012,0.884,6.687,1.3331,1.8515,1.7102,1.0684,0.4033,1.8922,0.6237,Cavolinia
1.7556361496320592,2.4208,0.349,0.2417,0.016,0.012,0.836,11.0243,2.2641,2.8037,2.9649,1.0396,0.2503,3.3108,0.8448,Gymnoplea
0.3025655685408672,0.0719,0.0682,0.041,0.024,0.016,0.204,1.9433,0.5607,0.5396,0.5038,0.1816,0.2391,0.6977,0.0049,fibers and scratches
1.1005602113953423,0.9513,0.3535,0.2606,0.02,0.012,0.796,5.6169,0.9734,1.8515,1.6813,0.7205,0.3789,1.8539,0.3363,Gymnoplea
1.8811810095354757,2.7794,0.0454,0.0485,0.02,0.012,0.484,22.622,3.3644,3.6078,2.6942,1.3135,0.0682,4.3341,0.1261,background noise
1.172265942793128,1.0793,0.1903,0.2189,0.016,0.012,0.812,12.1946,2.5075,1.4177,1.9265,0.7133,0.0912,2.5112,0.2054,background noise
0.2575573339679963,0.0521,0.0294,0.0095,0.028,0.012,0.052,1.8572,0.1587,0.7512,0.6537,0.1014,0.1896,0.7548,0.0015,fibers and scratches
0.20928315827817967,0.0344,0.0197,0.003,0.02,0.012,0.024,0.6915,0.1799,0.2433,0.2463,0.1777,0.9032,0.2515,7e-4,shadow patches
0.3913703070387942,0.1203,0.1103,0.0637,0.02,0.012,0.344,1.4515,0.4444,0.4126,0.4759,0.3219,0.7177,0.5136,0.0133,seston and badfocus
1.7912108554768575,2.5199,0.3673,0.2617,0.016,0.012,0.88,11.3861,2.8989,1.5976,2.9722,1.0795,0.2443,3.0165,0.9255,Gymnoplea
1.0566474136523802,0.8769,0.3406,0.2531,0.016,0.012,1.02,5.3556,1.2273,1.5553,1.6554,0.6745,0.3842,1.7994,0.2987,Gymnoplea
0.22226491926465658,0.0388,0.0477,0.0261,0.02,0.016,0.124,1.6864,0.7512,0.2222,0.7859,0.0629,0.1716,0.7776,0.0019,fibers and scratches
1.7282997344062434,2.346,0.3578,0.2368,0.016,0.012,0.832,9.4077,1.1109,3.174,3.044,0.9813,0.3331,3.185,0.8394,Gymnoplea
0.9804569629897316,0.755,0.4772,0.3875,1.02,0.012,1.02,6.0786,1.1215,1.6928,1.5139,0.635,0.2568,1.7272,0.3603,Gymnoplea
1.4803715426872275,1.7212,0.3037,0.2222,0.016,0.008,0.872,14.1306,2.8143,2.4651,1.726,1.2698,0.1083,2.9577,0.5228,Gymnoplea
0.2242609239636699,0.0395,0.038,0.0161,0.036,0.012,0.112,1.6305,0.6031,0.4973,0.7265,0.0693,0.1868,0.7683,0.0015,fibers and scratches
1.6144105264996504,2.047,0.347,0.2627,0.016,0.012,0.82,11.1467,1.2696,2.772,2.7142,0.9602,0.207,2.7939,0.7104,Gymnoplea
0.2568147355921802,0.0518,0.0374,0.0153,0.02,0.016,0.084,2.0712,0.7935,0.5396,0.837,0.0788,0.1518,0.9478,0.0019,fibers and scratches
1.2749685983440464,1.2767,0.2294,0.2689,0.02,0.012,0.928,11.2092,1.4283,1.5447,1.3328,1.2197,0.1277,1.5723,0.2929,Eggs
